,RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,DL_throughput_bps,DL_goodput_bps,UL_throughput_bps,UL_goodput_bps,DLReTxPrcnt,ULReTxPrcnt
106,7,154,101,53,24.36,47,27,20,26.28,106776,67488,41432,22176,4,25000000,51,5,241220-071845,1920,25000000,4.2e-05,2000000,2135520.0,1349760.0,828640.0,443520.0,0.34415584415584416,0.425531914893617
107,8,155,103,52,23.93,50,29,21,25.96,117312,73616,43456,24408,4,25000000,51,5,241220-071845,1920,25000000,4.2e-05,2000000,2346240.0,1472320.0,869120.0,488160.0,0.33548387096774196,0.42
108,9,155,101,54,24.17,48,27,21,26.12,115256,66544,43080,23056,4,25000000,51,5,241220-071845,1920,25000000,4.2e-05,2000000,2305120.0,1330880.0,861600.0,461120.0,0.34838709677419355,0.4375
109,10,152,102,50,24.32,44,26,18,26.41,123752,74656,40320,22744,4,25000000,51,5,241220-071845,1920,25000000,4.2e-05,2000000,2475040.0,1493120.0,806400.0,454880.0,0.32894736842105265,0.4090909090909091
110,11,155,102,53,24.29,43,28,15,26.35,107312,66440,37832,23352,4,25000000,51,5,241220-071845,1920,25000000,4.2e-05,2000000,2146240.0,1328800.0,756640.0,467040.0,0.3419354838709677,0.3488372093023256
111,12,158,99,59,24.16,45,29,16,25.89,113448,67144,35736,22984,4,25000000,51,5,241220-071845,1920,25000000,4.2e-05,2000000,2268960.0,1342880.0,714720.0,459680.0,0.37341772151898733,0.35555555555555557
112,13,155,100,55,24.41,42,29,13,26.45,108512,66360,34240,23288,4,25000000,51,5,241220-071845,1920,25000000,4.2e-05,2000000,2170240.0,1327200.0,684800.0,465760.0,0.3548387096774194,0.30952380952380953
113,14,156,96,60,24.51,39,27,12,26.54,107096,61696,34512,23264,4,25000000,51,5,241220-071845,1920,25000000,4.2e-05,2000000,2141920.0,1233920.0,690240.0,465280.0,0.38461538461538464,0.3076923076923077
114,15,154,99,55,24.29,40,26,14,26.5,100584,61200,34128,22256,4,25000000,51,5,241220-071845,1920,25000000,4.2e-05,2000000,2011680.0,1224000.0,682560.0,445120.0,0.35714285714285715,0.35
115,16,154,97,57,24.16,37,28,9,25.92,117464,64576,29248,22656,4,25000000,51,5,241220-071845,1920,25000000,4.2e-05,2000000,2349280.0,1291520.0,584960.0,453120.0,0.37012987012987014,0.24324324324324326
116,17,153,100,53,24.03,38,28,10,26.21,100272,62520,29512,21976,4,25000000,51,5,241220-071845,1920,25000000,4.2e-05,2000000,2005440.0,1250400.0,590240.0,439520.0,0.3464052287581699,0.2631578947368421
117,18,153,100,53,24.2,40,27,13,26.45,102464,63296,30240,20824,4,25000000,51,5,241220-071845,1920,25000000,4.2e-05,2000000,2049280.0,1265920.0,604800.0,416480.0,0.3464052287581699,0.325
