     ,RNTI ,numDLTotal ,numDLnew ,numReTx_DL ,avgMCS_DL ,numULTotal ,numULnew ,numReTx_UL ,avgMCS_UL ,DL_throughput (bits) ,DL_goodput (bits) ,UL_throughput (bits) ,UL_goodput (bits) ,TTI ,PulseBWoffset ,numRBs ,NumFrames ,prf  ,FreqOffset ,PulseWidth             ,BW       ,numPulses ,pulseIdxOffset_ms
 101 ,   2 ,       153 ,     122 ,        31 ,    19.48 ,        91 ,      70 ,        21 ,    20.21 ,               19992 ,            15256 ,               23456 ,            17408 ,  2 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,6.22e-05               ,10000000 ,        1 ,                0
 102 ,   3 ,       153 ,     123 ,        30 ,    20.1  ,        89 ,      65 ,        24 ,    22.16 ,               21368 ,            16328 ,               24616 ,            17416 ,  2 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,6.22e-05               ,10000000 ,        1 ,                0
 103 ,   4 ,       155 ,     122 ,        33 ,    19.74 ,        93 ,      69 ,        24 ,    20.94 ,               19640 ,            15024 ,               24424 ,            18008 ,  2 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,6.22e-05               ,10000000 ,        1 ,                0
 104 ,   5 ,       153 ,     119 ,        34 ,    19.82 ,        87 ,      66 ,        21 ,    20.71 ,               18904 ,            14592 ,               22648 ,            17168 ,  2 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,6.22e-05               ,10000000 ,        1 ,                0
 105 ,   6 ,       155 ,     126 ,        29 ,    19.29 ,        88 ,      66 ,        22 ,    20.49 ,               20448 ,            16536 ,               22872 ,            16976 ,  2 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,6.22e-05               ,10000000 ,        1 ,                0
 106 ,   7 ,       155 ,     124 ,        31 ,    19.95 ,        88 ,      65 ,        23 ,    21.18 ,               20896 ,            16656 ,               23240 ,            17168 ,  2 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,6.22e-05               ,10000000 ,        1 ,                0
 107 ,   8 ,       155 ,     121 ,        34 ,    19.71 ,        90 ,      66 ,        24 ,    21.07 ,               20312 ,            15888 ,               23624 ,            17232 ,  2 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,6.22e-05               ,10000000 ,        1 ,                0
 108 ,   9 ,       154 ,     127 ,        27 ,    20.25 ,        89 ,      65 ,        24 ,    21.49 ,               22096 ,            18400 ,               23416 ,            16728 ,  2 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,6.22e-05               ,10000000 ,        1 ,                0
 109 ,  10 ,       154 ,     122 ,        32 ,    19.84 ,        88 ,      66 ,        22 ,    20.65 ,               20696 ,            15544 ,               22800 ,            16528 ,  2 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,6.22e-05               ,10000000 ,        1 ,                0
 110 ,  11 ,       156 ,     124 ,        32 ,    19.24 ,        87 ,      68 ,        19 ,    20.26 ,               20056 ,            15128 ,               22536 ,            17232 ,  2 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,6.22e-05               ,10000000 ,        1 ,                0
 111 ,  12 ,       155 ,     127 ,        28 ,    19.88 ,        91 ,      68 ,        23 ,    20.92 ,               19936 ,            16136 ,               23960 ,            17264 ,  2 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,6.22e-05               ,10000000 ,        1 ,                0
 112 ,  13 ,       154 ,     123 ,        31 ,    19.97 ,        86 ,      63 ,        23 ,    21.26 ,               22928 ,            16064 ,               22952 ,            15880 ,  2 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,6.22e-05               ,10000000 ,        1 ,                0
 113 ,  14 ,       154 ,     125 ,        29 ,    19.47 ,        84 ,      65 ,        19 ,    20.61 ,               20744 ,            15608 ,               21960 ,            16720 ,  2 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,6.22e-05               ,10000000 ,        1 ,                0
 114 ,  15 ,       156 ,     127 ,        29 ,    19.28 ,        83 ,      64 ,        19 ,    20.41 ,               19976 ,            15464 ,               20880 ,            15992 ,  2 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,6.22e-05               ,10000000 ,        1 ,                0
 115 ,  16 ,       156 ,     126 ,        30 ,    20.23 ,        84 ,      63 ,        21 ,    21.39 ,               21880 ,            17080 ,               22208 ,            16528 ,  2 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,6.22e-05               ,10000000 ,        1 ,                0
 116 ,  17 ,       155 ,     123 ,        32 ,    19.81 ,        86 ,      65 ,        21 ,    21.05 ,               20640 ,            15560 ,               22448 ,            16632 ,  2 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,6.22e-05               ,10000000 ,        1 ,                0
 117 ,  18 ,       154 ,     123 ,        31 ,    19.89 ,        85 ,      66 ,        19 ,    21.04 ,               20824 ,            15888 ,               22592 ,            17176 ,  2 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,6.22e-05               ,10000000 ,        1 ,                0
 118 ,  19 ,       152 ,     121 ,        31 ,    20.49 ,        84 ,      63 ,        21 ,    21.14 ,               21168 ,            16192 ,               22376 ,            16040 ,  2 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,6.22e-05               ,10000000 ,        1 ,                0
 119 ,  20 ,       154 ,     119 ,        35 ,    19.84 ,        83 ,      67 ,        16 ,    20.46 ,               20408 ,            15152 ,               21408 ,            17192 ,  2 ,     10000000 ,    51 ,        5 ,1500 ,  10000000 ,6.22e-05               ,10000000 ,        1 ,                0
 120 ,   1 ,       157 ,     119 ,        38 ,    24.44 ,        47 ,      33 ,        14 ,    26.4  ,              105056 ,            81744 ,               41408 ,            29040 ,  4 ,      5000000 ,    51 ,        5 , 960 ,   5000000 ,6.36e-05               , 2000000 ,        1 ,                0
 121 ,   2 ,       158 ,     118 ,        40 ,    24.3  ,        45 ,      36 ,         9 ,    26.11 ,              101584 ,            76096 ,               38272 ,            30904 ,  4 ,      5000000 ,    51 ,        5 , 960 ,   5000000 ,6.36e-05               , 2000000 ,        1 ,                0
 122 ,   3 ,       155 ,     118 ,        37 ,    24.26 ,        50 ,      36 ,        14 ,    26.32 ,              110864 ,            88416 ,               40120 ,            29704 ,  4 ,      5000000 ,    51 ,        5 , 960 ,   5000000 ,6.36e-05               , 2000000 ,        1 ,                0
 123 ,   4 ,       160 ,     123 ,        37 ,    24.71 ,        46 ,      35 ,        11 ,    26.61 ,              103752 ,            78344 ,               34856 ,            27520 ,  4 ,      5000000 ,    51 ,        5 , 960 ,   5000000 ,6.36e-05               , 2000000 ,        1 ,                0
 124 ,   5 ,       159 ,     121 ,        38 ,    24.19 ,        48 ,      36 ,        12 ,    26.08 ,              102640 ,            75104 ,               38424 ,            29328 ,  4 ,      5000000 ,    51 ,        5 , 960 ,   5000000 ,6.36e-05               , 2000000 ,        1 ,                0
 125 ,   6 ,       159 ,     120 ,        39 ,    24.09 ,        47 ,      36 ,        11 ,    25.91 ,              104256 ,            76520 ,               39432 ,            29328 ,  4 ,      5000000 ,    51 ,        5 , 960 ,   5000000 ,6.36e-05               , 2000000 ,        1 ,                0
 126 ,   7 ,       159 ,     122 ,        37 ,    24.22 ,        49 ,      33 ,        16 ,    26.14 ,              105184 ,            77152 ,               40408 ,            27392 ,  4 ,      5000000 ,    51 ,        5 , 960 ,   5000000 ,6.36e-05               , 2000000 ,        1 ,                0
 127 ,   8 ,       160 ,     117 ,        43 ,    24.61 ,        48 ,      35 ,        13 ,    26.54 ,              110456 ,            76464 ,               39592 ,            28104 ,  4 ,      5000000 ,    51 ,        5 , 960 ,   5000000 ,6.36e-05               , 2000000 ,        1 ,                0
 128 ,   9 ,       158 ,     119 ,        39 ,    24.48 ,        52 ,      34 ,        18 ,    26.42 ,              116128 ,            85400 ,               44640 ,            27752 ,  4 ,      5000000 ,    51 ,        5 , 960 ,   5000000 ,6.36e-05               , 2000000 ,        1 ,                0
 129 ,  10 ,       160 ,     118 ,        42 ,    24.05 ,        51 ,      34 ,        17 ,    25.86 ,              107760 ,            75520 ,               41776 ,            27968 ,  4 ,      5000000 ,    51 ,        5 , 960 ,   5000000 ,6.36e-05               , 2000000 ,        1 ,                0
 130 ,  11 ,       159 ,     117 ,        42 ,    24.76 ,        49 ,      33 ,        16 ,    26.76 ,              107152 ,            73752 ,               41120 ,            26944 ,  4 ,      5000000 ,    51 ,        5 , 960 ,   5000000 ,6.36e-05               , 2000000 ,        1 ,                0
 131 ,  12 ,       159 ,     116 ,        43 ,    24.23 ,        50 ,      34 ,        16 ,    25.82 ,              110248 ,            75688 ,               41184 ,            27312 ,  4 ,      5000000 ,    51 ,        5 , 960 ,   5000000 ,6.36e-05               , 2000000 ,        1 ,                0
 132 ,  13 ,       160 ,     118 ,        42 ,    23.8  ,        47 ,      35 ,        12 ,    25.64 ,              109768 ,            76584 ,               39080 ,            28040 ,  4 ,      5000000 ,    51 ,        5 , 960 ,   5000000 ,6.36e-05               , 2000000 ,        1 ,                0
 133 ,  14 ,       160 ,     119 ,        41 ,    24.3  ,        48 ,      35 ,        13 ,    26.1  ,              109576 ,            78032 ,               39880 ,            27632 ,  4 ,      5000000 ,    51 ,        5 , 960 ,   5000000 ,6.36e-05               , 2000000 ,        1 ,                0
 134 ,  15 ,       159 ,     118 ,        41 ,    23.86 ,        47 ,      35 ,        12 ,    26.04 ,              108824 ,            78952 ,               38096 ,            27864 ,  4 ,      5000000 ,    51 ,        5 , 960 ,   5000000 ,6.36e-05               , 2000000 ,        1 ,                0
 135 ,  16 ,       159 ,     119 ,        40 ,    24.35 ,        50 ,      34 ,        16 ,    26.28 ,              115520 ,            83552 ,               40080 ,            27048 ,  4 ,      5000000 ,    51 ,        5 , 960 ,   5000000 ,6.36e-05               , 2000000 ,        1 ,                0
 136 ,  17 ,       160 ,     114 ,        46 ,    24.36 ,        49 ,      35 ,        14 ,    26.31 ,              102992 ,            71040 ,               40488 ,            28048 ,  4 ,      5000000 ,    51 ,        5 , 960 ,   5000000 ,6.36e-05               , 2000000 ,        1 ,                0
 137 ,  18 ,       159 ,     115 ,        44 ,    24.26 ,        49 ,      33 ,        16 ,    26.31 ,              106656 ,            73128 ,               43864 ,            28096 ,  4 ,      5000000 ,    51 ,        5 , 960 ,   5000000 ,6.36e-05               , 2000000 ,        1 ,                0
 138 ,  19 ,       159 ,     115 ,        44 ,    24.28 ,        49 ,      34 ,        15 ,    26.35 ,              106880 ,            77216 ,               43104 ,            28864 ,  4 ,      5000000 ,    51 ,        5 , 960 ,   5000000 ,6.36e-05               , 2000000 ,        1 ,                0
 139 ,  20 ,       158 ,     118 ,        40 ,    24.3  ,        49 ,      32 ,        17 ,    26.1  ,              106616 ,            80320 ,               40256 ,            26080 ,  4 ,      5000000 ,    51 ,        5 , 960 ,   5000000 ,6.36e-05               , 2000000 ,        1 ,                0
 140 ,   1 ,        54 ,      26 ,        28 ,    23.67 ,         8 ,       5 ,         3 ,    25.75 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,1250 ,  25000000 ,3.5499999999999996e-05 , 5000000 ,        1 ,                0
 141 ,   2 ,        50 ,      25 ,        25 ,    24.56 ,         7 ,       4 ,         3 ,    26.71 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,1250 ,  25000000 ,3.5499999999999996e-05 , 5000000 ,        1 ,                0
 142 ,   3 ,        51 ,      24 ,        27 ,    23.67 ,         8 ,       5 ,         3 ,    26.25 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,1250 ,  25000000 ,3.5499999999999996e-05 , 5000000 ,        1 ,                0
 143 ,   4 ,        49 ,      24 ,        25 ,    24.14 ,         9 ,       5 ,         4 ,    26.56 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,1250 ,  25000000 ,3.5499999999999996e-05 , 5000000 ,        1 ,                0
 144 ,   5 ,        48 ,      25 ,        23 ,    24.42 ,         9 ,       5 ,         4 ,    26.33 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,1250 ,  25000000 ,3.5499999999999996e-05 , 5000000 ,        1 ,                0
 145 ,   6 ,        46 ,      23 ,        23 ,    24.3  ,        12 ,       5 ,         7 ,    26.17 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,1250 ,  25000000 ,3.5499999999999996e-05 , 5000000 ,        1 ,                0
 146 ,   7 ,        52 ,      26 ,        26 ,    24.77 ,         8 ,       4 ,         4 ,    26.75 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,1250 ,  25000000 ,3.5499999999999996e-05 , 5000000 ,        1 ,                0
 147 ,   8 ,        46 ,      25 ,        21 ,    24.52 ,        10 ,       4 ,         6 ,    26.6  ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,1250 ,  25000000 ,3.5499999999999996e-05 , 5000000 ,        1 ,                0
